label,score,system_verdict,title_a,title_b,starts_a,starts_b,venue_a,venue_b,source_a,source_b,fingerprint_a,fingerprint_b
,0.427,distinct,Carlos Motta: Pleas of Resistance,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T10:00:00+02:00,2026-07-05T00:00:00+02:00,OK Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,carlos motta pleas resistance|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900
,0.427,distinct,Eucharistiefeier mit Pfarrvikar Dieter Reutershahn,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-09T08:15:00+02:00,2026-07-09T00:00:00+02:00,Pfarrkirche Linz-St. Magdalena,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Pfarre Urfahr - St. Magdalena (Diözese Linz),linztermine.at (open data XML),eucharistiefeier pfarrvikar dieter reutershahn|2026-07-09|,sommerbespielung schaufenster kreisgefluester|2026-07-09|
,0.427,distinct,Eucharistiefeier,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-09T08:00:00+02:00,2026-07-09T00:00:00+02:00,Pfarrkirche Linz-St. Theresia,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Pfarre Linz-St. Theresia (Diözese Linz),linztermine.at (open data XML),eucharistiefeier|2026-07-09|,sommerbespielung schaufenster kreisgefluester|2026-07-09|
,0.427,distinct,communale oö 2026: Bauern­krieg 1626 – Zwischen Geschichte und Fiktion,Grafische Schätze aus der Sammlung Kastner,2026-07-10T10:00:00+02:00,2026-07-10T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,communale ooe bauernkrieg zwischen geschichte fiktion|2026-07-10|,grafische schaetze aus sammlung kastner|2026-07-10|9661:1900
,0.427,distinct,Fortgeschrittene (1) 18:00-19:15 &lt;br&gt;inkl. Bronze und Silber,Tage der offenen Tür,2026-09-27T00:00:00+02:00,2026-09-27T00:00:00+02:00,"*Tanzschule PFEIFFER im Pfarrzentrum Hl. Geist, Linz-Dornach/Auhof",boulderbar Linz,Tanzschule PFEIFFER,Boulderbar Linz,fortgeschrittene lt br gt inkl bronze silber|2026-09-27|,tage offenen tuer|2026-09-27|
,0.426,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),"Starke Pumpe, freie Bahnen – Herz Kreislauf-Erkrankungen vorbeugen",2026-07-08T00:00:00+02:00,2026-07-08T18:30:00+02:00,Domplatz,forte Konferenzzentrum Elisabethinen Linz GmbH & Co KG,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,starke pumpe freie bahnen herz kreislauf erkrankungen vorbeugen|2026-07-08|
,0.426,distinct,SPG ASKÖ Linz Steg - Voest – Vereinsabend,Standardtänze Practise,2026-07-08T00:00:00+02:00,2026-07-08T19:30:00+02:00,ASKÖ – Linz / Steg,Sportunion Tanzsportklub Linz,Schach OÖ Vereinsverzeichnis,linztermine.at (open data XML),spg askoe linz steg voest vereinsabend|2026-07-08|,standardtaenze practise|2026-07-08|
,0.426,distinct,Nacht der offenen Tür,Yoga-5er-Block,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Abendgymnasium Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nacht offenen tuer|2026-07-07|,yoga er block|2026-07-07|
,0.426,distinct,Nouera Feelgood Club Kurse (wöchentlich),Die Zwerge freuen sich auf den Besuch,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Linz Linien Grottenbahn,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,zwerge freuen sich besuch|2026-07-07|
,0.426,distinct,Eucharistiefeier,Monolog-Festival,2026-07-10T08:30:00+02:00,2026-07-10T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,Linz Innenstadt,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),linztermine.at (open data XML),eucharistiefeier|2026-07-10|,monolog festival|2026-07-10|
,0.426,distinct,Eucharistiefeier,Monolog-Festival,2026-07-11T19:00:00+02:00,2026-07-11T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,Linz Innenstadt,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),linztermine.at (open data XML),eucharistiefeier|2026-07-11|,monolog festival|2026-07-11|
,0.426,distinct,Eucharistiefeier,Monolog-Festival,2026-07-12T09:30:00+02:00,2026-07-12T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,Linz Innenstadt,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),linztermine.at (open data XML),eucharistiefeier|2026-07-12|,monolog festival|2026-07-12|
,0.426,distinct,Sommerordnung der Gottesdienste (Christkönig),Sunday Long Run mit Run Crew Linz,2026-07-12T00:00:00+02:00,2026-07-12T08:30:00+02:00,Pfarrgemeinde Urfahr-Christkönig,Runners Store Linz,Pfarre Urfahr - St. Junia (Diözese Linz),linztermine.at (open data XML),sommerordnung gottesdienste christkoenig|2026-07-12|,sunday long run run crew linz|2026-07-12|
,0.426,distinct,Business Starter Info,Mission: Das Indoor Team – Abenteuer für die ganze Familie,2026-07-04T00:00:00+02:00,2026-07-04T13:00:00+02:00,Courtyard Linz,Missiongames Linz,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,mission indoor team abenteuer ganze familie|2026-07-04|
,0.426,distinct,Business Starter Info,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-04T00:00:00+02:00,2026-07-04T00:00:00+02:00,Courtyard Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,sommerbespielung schaufenster kreisgefluester|2026-07-04|
,0.426,distinct,Eucharistiefeier,Monolog-Festival,2026-07-09T08:00:00+02:00,2026-07-09T00:00:00+02:00,Pfarrkirche Linz-St. Theresia,Linz Innenstadt,Pfarre Linz-St. Theresia (Diözese Linz),linztermine.at (open data XML),eucharistiefeier|2026-07-09|,monolog festival|2026-07-09|
,0.426,distinct,Anfänger 16:45-18:00 &lt;br&gt;inkl. leicht Fortgeschrittene,Tage der offenen Tür,2026-09-27T00:00:00+02:00,2026-09-27T00:00:00+02:00,"*Tanzschule PFEIFFER im Pfarrzentrum Hl. Geist, Linz-Dornach/Auhof",boulderbar Linz,Tanzschule PFEIFFER,Boulderbar Linz,anfaenger lt br gt inkl leicht fortgeschrittene|2026-09-27|,tage offenen tuer|2026-09-27|
,0.425,distinct,Kraxl Mittwoch,"Starke Pumpe, freie Bahnen – Herz Kreislauf-Erkrankungen vorbeugen",2026-07-08T00:00:00+02:00,2026-07-08T18:30:00+02:00,boulderbar Linz,forte Konferenzzentrum Elisabethinen Linz GmbH & Co KG,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,starke pumpe freie bahnen herz kreislauf erkrankungen vorbeugen|2026-07-08|
,0.425,distinct,Peter Fellner: Glumpert,Yoga-5er-Block,2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",peter fellner glumpert|2026-07-07|,yoga er block|2026-07-07|
,0.425,distinct,Polterrunde – Polter-Laube reservieren,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,Linzer Alm,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),polterrunde polter laube reservieren|2026-07-07|,sommerbespielung schaufenster kreisgefluester|2026-07-07|
,0.425,distinct,Eucharistiefeier,Rainhard Fendrich,2026-07-11T19:00:00+02:00,2026-07-11T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,Domplatz Linz,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),Klassik am Dom,eucharistiefeier|2026-07-11|,rainhard fendrich|2026-07-11|
,0.425,distinct,Monolog-Festival,Rainhard Fendrich,2026-07-11T00:00:00+02:00,2026-07-11T00:00:00+02:00,Linz Innenstadt,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,monolog festival|2026-07-11|,rainhard fendrich|2026-07-11|
,0.425,distinct,Carlos Motta: Pleas of Resistance,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T10:00:00+02:00,2026-07-12T00:00:00+02:00,OK Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),carlos motta pleas resistance|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.425,distinct,Aerial Kids – Anfänger*innen: Einstieg jederzeit möglich,Bühnentanzausbildung nach System der Royal Academy of Dance,2026-07-07T16:30:00+02:00,2026-07-07T00:00:00+02:00,Studio 3,Dance Center Jane Gardner – York Studios,linztermine.at (open data XML),DANCE CENTER Jane Gardner - YORK STUDIOS,aerial kids anfaenger innen einstieg jederzeit moeglich|2026-07-07|,buehnentanzausbildung nach system royal academy dance|2026-07-07|
,0.425,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Traces of life – Young@Art Art Award 2026,2026-07-04T00:00:00+02:00,2026-07-04T00:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,sommerbespielung schaufenster kreisgefluester|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.424,distinct,Kraxl Mittwoch,Die Zwerge freuen sich auf den Besuch,2026-07-08T00:00:00+02:00,2026-07-08T10:00:00+02:00,boulderbar Linz,Linz Linien Grottenbahn,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,zwerge freuen sich besuch|2026-07-08|
,0.424,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T15:00:00+02:00,2026-07-08T00:00:00+02:00,Missiongames Linz,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,mission indoor team abenteuer ganze familie|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.424,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,Domplatz,ASKÖ – Linz / Steg,Mariendom Linz,Schach OÖ Vereinsverzeichnis,mittagspause domplatz speiswagen caritas|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.424,distinct,Escape Rooms bei Masters Of Escape,Private Yogastunden,2026-07-07T20:00:00+02:00,2026-07-07T00:00:00+02:00,Escape Room Linz: Masters Of Escape,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",escape rooms masters escape|2026-07-07|,private yogastunden|2026-07-07|
,0.424,distinct,Eucharistiefeier,Yoga-3er-Schnupperpass,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",eucharistiefeier|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.424,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Missiongames Linz,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,mission indoor team abenteuer ganze familie|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.424,distinct,Nacht der offenen Tür,Private Yogastunden,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Abendgymnasium Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nacht offenen tuer|2026-07-07|,private yogastunden|2026-07-07|
,0.424,distinct,Nacht der offenen Tür,Yoga-3er-Schnupperpass,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Abendgymnasium Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nacht offenen tuer|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.424,distinct,Peter Fellner: Glumpert,Private Yogastunden,2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",peter fellner glumpert|2026-07-07|,private yogastunden|2026-07-07|
,0.424,distinct,Polterrunde – Polter-Laube reservieren,Sommer,2026-07-07T00:00:00+02:00,2026-07-07T08:00:00+02:00,Linzer Alm,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),polterrunde polter laube reservieren|2026-07-07|,sommer|2026-07-07|
,0.424,distinct,Après-Ski & Stimmungshits – Freitagsparty,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-10T22:00:00+02:00,2026-07-10T00:00:00+02:00,Linzer Alm,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),apres ski stimmungshits freitagsparty|2026-07-10|,sommerbespielung schaufenster kreisgefluester|2026-07-10|
,0.424,distinct,Freitagsausfahrt,Peter Fellner: Glumpert,2026-07-10T00:00:00+02:00,2026-07-10T10:00:00+02:00,ASKÖ Kajakverein Donau Linz,OK Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,peter fellner glumpert|2026-07-10|
,0.424,distinct,Peter Fellner: Glumpert,Rainhard Fendrich,2026-07-11T10:00:00+02:00,2026-07-11T00:00:00+02:00,OK Linz,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,peter fellner glumpert|2026-07-11|,rainhard fendrich|2026-07-11|
,0.424,distinct,"Ballett ""Cinderella""",Business Starter Info,2026-07-04T18:00:00+02:00,2026-07-04T00:00:00+02:00,Theater Maestro Linz,Courtyard Linz,linztermine.at (open data XML),Eventbrite Linz,ballett cinderella|2026-07-04|,business starter info|2026-07-04|9660:1903
,0.423,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Mittagspause auf dem Domplatz (Speiswagen der Caritas),2026-07-08T15:00:00+02:00,2026-07-08T00:00:00+02:00,Missiongames Linz,Domplatz,linztermine.at (open data XML),Mariendom Linz,mission indoor team abenteuer ganze familie|2026-07-08|,mittagspause domplatz speiswagen caritas|2026-07-08|
,0.423,distinct,Sommer,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T08:00:00+02:00,2026-07-08T00:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,sommer|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.423,distinct,Polterrunde – Polter-Laube reservieren,Yoga-5er-Block,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,Linzer Alm,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Linzer Alm,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",polterrunde polter laube reservieren|2026-07-07|,yoga er block|2026-07-07|
,0.423,distinct,Private Yogastunden,Die Zwerge freuen sich auf den Besuch,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Linz Linien Grottenbahn,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),private yogastunden|2026-07-07|,zwerge freuen sich besuch|2026-07-07|
,0.423,distinct,Monolog-Festival,Rainhard Fendrich - Klassik am Dom,2026-07-11T00:00:00+02:00,2026-07-11T20:00:00+02:00,Linz Innenstadt,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,monolog festival|2026-07-11|,rainhard fendrich klassik dom|2026-07-11|
,0.423,distinct,Gottesdienst (Eucharistiefeier),Monolog-Festival,2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,Pfarrkirche Linz-St. Magdalena,Linz Innenstadt,Pfarre Urfahr - St. Magdalena (Diözese Linz),linztermine.at (open data XML),gottesdienst eucharistiefeier|2026-07-12|,monolog festival|2026-07-12|
,0.423,distinct,Gottesdienst nach Sommerordnung,Wortgottesfeier mit Caritas-Haussammlung,2026-07-12T09:00:00+02:00,2026-07-12T10:00:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",Pfarrkirche Linz-St. Theresia,Pfarre Linz Christkönig,Pfarre Linz-St. Theresia (Diözese Linz),gottesdienst nach sommerordnung|2026-07-12|,wortgottesfeier caritas haussammlung|2026-07-12|
,0.423,distinct,Monolog-Festival,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T00:00:00+02:00,2026-07-12T00:00:00+02:00,Linz Innenstadt,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,monolog festival|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.423,distinct,Business Starter Info,Escape Rooms bei Masters Of Escape,2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Courtyard Linz,Escape Room Linz: Masters Of Escape,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,escape rooms masters escape|2026-07-04|
,0.423,distinct,BAUERN | SCHACH | NOVELLEN (Theater),Gerhard Haderer,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),bauern schach novellen theater|2026-07-04|9661:1900,gerhard haderer|2026-07-04|
,0.423,distinct,BAUERN | SCHACH | NOVELLEN (Theater),Waldreich: Der Wald und Wir!,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),bauern schach novellen theater|2026-07-04|9661:1900,waldreich wald wir|2026-07-04|
,0.423,distinct,Frohe Weihnachten,Weihnachtsfeier 2025,2025-12-07T00:00:00+01:00,2025-12-07T00:00:00+01:00,,,Sportclub Urfahr (SCU),UTC Gebol Asten (Union Asten),frohe weihnachten|2025-12-07|,weihnachtsfeier|2025-12-07|
,0.422,distinct,Salsa Night,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T20:00:00+02:00,2026-07-08T00:00:00+02:00,"Remembar, Linz",ASKÖ – Linz / Steg,LOVE2SALSA (Salsa & Bachata Workshops Linz),Schach OÖ Vereinsverzeichnis,salsa night|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.422,distinct,Sommerkino 2026,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T21:15:00+02:00,2026-07-08T00:00:00+02:00,Priesterseminar der Diözese Linz,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,sommerkino|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.422,distinct,Advanced Training Standard und Latein,Private Yogastunden,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Sportunion Tanzsportklub Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",advanced training standard latein|2026-07-07|,private yogastunden|2026-07-07|
,0.422,distinct,Dschungelbuch: Familien-Tanztheater,Yoga-5er-Block,2026-07-07T18:00:00+02:00,2026-07-07T00:00:00+02:00,Theater Maestro Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",dschungelbuch familien tanztheater|2026-07-07|,yoga er block|2026-07-07|
,0.422,distinct,Polterrunde – Polter-Laube reservieren,Yoga-3er-Schnupperpass,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,Linzer Alm,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Linzer Alm,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",polterrunde polter laube reservieren|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.422,distinct,Familien-Tanztheater: König der Löwen,Freitagsausfahrt,2026-07-10T18:00:00+02:00,2026-07-10T00:00:00+02:00,Theater Maestro Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),ASKÖ Kajakverein Donau Linz,familien tanztheater koenig loewen|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.422,distinct,Masterclass,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T18:00:00+02:00,2026-07-12T00:00:00+02:00,Sportunion Tanzsportklub Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),masterclass|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.422,distinct,Carlos Motta: Pleas of Resistance,OK Platz Sommerfest,2026-07-03T10:00:00+02:00,2026-07-03T00:00:00+02:00,OK Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,carlos motta pleas resistance|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.422,distinct,Business Starter Info,Carlos Motta: Pleas of Resistance,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Courtyard Linz,OK Linz,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,carlos motta pleas resistance|2026-07-04|
,0.422,distinct,Business Starter Info,Traces of life – Young@Art Art Award 2026,2026-07-04T00:00:00+02:00,2026-07-04T00:00:00+02:00,Courtyard Linz,Ursulinenhof Linz,Eventbrite Linz,OÖ Kulturquartier,business starter info|2026-07-04|9660:1903,traces life young art art award|2026-07-04|9661:1900
,0.422,distinct,Peter Fellner: Glumpert,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,OK Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,peter fellner glumpert|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.422,distinct,Traces of life – Young@Art Art Award 2026,Wudang Shan (Escape Room),2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Ursulinenhof Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),traces life young art art award|2026-07-04|9661:1900,wudang shan escape room|2026-07-04|
,0.422,distinct,BAUERN | SCHACH | NOVELLEN,Familien­sonntag – Archäologie,2026-07-05T17:00:00+02:00,2026-07-05T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,bauern schach novellen|2026-07-05|,familiensonntag archaeologie|2026-07-05|9661:1900
,0.422,distinct,Ferienspiel der Stadtbibliothek 2026,Fotoausstellung Beifang,2026-07-13T00:00:00+02:00,2026-07-13T09:00:00+02:00,Alle Standorte der Stadtbibliothek Linz,Fotogalerie OÖ im OÖ Kulturquartier,Stadtbibliothek Linz,linztermine.at (open data XML),ferienspiel stadtbibliothek|2026-07-13|9658:1901,fotoausstellung beifang|2026-07-13|
,0.421,distinct,Escape Rooms bei Masters Of Escape,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T20:00:00+02:00,2026-07-08T00:00:00+02:00,Escape Room Linz: Masters Of Escape,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,escape rooms masters escape|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.421,distinct,Fotoausstellung Beifang,Mittagspause auf dem Domplatz (Speiswagen der Caritas),2026-07-08T09:00:00+02:00,2026-07-08T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,Domplatz,linztermine.at (open data XML),Mariendom Linz,fotoausstellung beifang|2026-07-08|,mittagspause domplatz speiswagen caritas|2026-07-08|
,0.421,distinct,Fotoausstellung Beifang,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T09:00:00+02:00,2026-07-08T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,fotoausstellung beifang|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.421,distinct,Kraxl Mittwoch,Mission: Das Indoor Team – Abenteuer für die ganze Familie,2026-07-08T00:00:00+02:00,2026-07-08T15:00:00+02:00,boulderbar Linz,Missiongames Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,mission indoor team abenteuer ganze familie|2026-07-08|
,0.421,distinct,Kraxl Mittwoch,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,boulderbar Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,sommerbespielung schaufenster kreisgefluester|2026-07-08|
,0.421,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Monolog-Festival,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,Domplatz,Linz Innenstadt,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,monolog festival|2026-07-08|
,0.421,distinct,Monolog-Festival,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,Linz Innenstadt,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,monolog festival|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.421,distinct,Salsa Night,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-08T20:00:00+02:00,2026-07-08T00:00:00+02:00,"Remembar, Linz",Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,LOVE2SALSA (Salsa & Bachata Workshops Linz),linztermine.at (open data XML),salsa night|2026-07-08|,sommerbespielung schaufenster kreisgefluester|2026-07-08|
,0.421,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Yoga-5er-Block,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Missiongames Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",mission indoor team abenteuer ganze familie|2026-07-07|,yoga er block|2026-07-07|
